iso2c,call_year,funding_scheme,research_domain,research_panel,funded,n
CH,2019,PoC,NA,NA,TRUE,13
CH,2019,PoC,NA,NA,FALSE,10
CH,2020,StG,LS,LS1,TRUE,2
CH,2020,StG,LS,LS1,FALSE,5
CH,2020,StG,LS,LS2,TRUE,0
CH,2020,StG,LS,LS2,FALSE,4
CH,2020,StG,LS,LS3,TRUE,1
CH,2020,StG,LS,LS3,FALSE,3
CH,2020,StG,LS,LS4,TRUE,0
CH,2020,StG,LS,LS4,FALSE,8
CH,2020,StG,LS,LS5,TRUE,2
CH,2020,StG,LS,LS5,FALSE,7
CH,2020,StG,LS,LS6,TRUE,1
CH,2020,StG,LS,LS6,FALSE,7
CH,2020,StG,LS,LS7,TRUE,0
CH,2020,StG,LS,LS7,FALSE,6
CH,2020,StG,LS,LS8,TRUE,0
CH,2020,StG,LS,LS8,FALSE,6
CH,2020,StG,LS,LS9,TRUE,2
CH,2020,StG,LS,LS9,FALSE,6
CH,2020,StG,PE,PE1,TRUE,2
CH,2020,StG,PE,PE1,FALSE,3
CH,2020,StG,PE,PE10,TRUE,2
CH,2020,StG,PE,PE10,FALSE,13
CH,2020,StG,PE,PE2,TRUE,2
CH,2020,StG,PE,PE2,FALSE,8
CH,2020,StG,PE,PE3,TRUE,2
CH,2020,StG,PE,PE3,FALSE,8
CH,2020,StG,PE,PE4,TRUE,1
CH,2020,StG,PE,PE4,FALSE,3
CH,2020,StG,PE,PE5,TRUE,3
CH,2020,StG,PE,PE5,FALSE,3
CH,2020,StG,PE,PE6,TRUE,2
CH,2020,StG,PE,PE6,FALSE,7
CH,2020,StG,PE,PE7,TRUE,0
CH,2020,StG,PE,PE7,FALSE,10
CH,2020,StG,PE,PE8,TRUE,0
CH,2020,StG,PE,PE8,FALSE,12
CH,2020,StG,PE,PE9,TRUE,2
CH,2020,StG,PE,PE9,FALSE,9
CH,2020,StG,SH,SH1,TRUE,0
CH,2020,StG,SH,SH1,FALSE,5
CH,2020,StG,SH,SH2,TRUE,3
CH,2020,StG,SH,SH2,FALSE,4
CH,2020,StG,SH,SH3,TRUE,2
CH,2020,StG,SH,SH3,FALSE,4
CH,2020,StG,SH,SH4,TRUE,3
CH,2020,StG,SH,SH4,FALSE,3
CH,2020,StG,SH,SH5,TRUE,2
CH,2020,StG,SH,SH5,FALSE,7
CH,2020,StG,SH,SH6,TRUE,1
CH,2020,StG,SH,SH6,FALSE,2
CH,2020,PoC,NA,NA,TRUE,4
CH,2020,PoC,NA,NA,FALSE,8
CY,2014,StG,LS,LS6,TRUE,0
CY,2014,StG,LS,LS6,FALSE,1
CY,2014,StG,PE,PE1,TRUE,0
CY,2014,StG,PE,PE1,FALSE,1
CY,2014,StG,PE,PE2,TRUE,0
CY,2014,StG,PE,PE2,FALSE,1
CY,2014,StG,PE,PE4,TRUE,0
CY,2014,StG,PE,PE4,FALSE,1
CY,2014,StG,PE,PE5,TRUE,0
CY,2014,StG,PE,PE5,FALSE,1
CY,2014,StG,PE,PE6,TRUE,0
CY,2014,StG,PE,PE6,FALSE,2
CY,2014,StG,PE,PE7,TRUE,0
CY,2014,StG,PE,PE7,FALSE,1
CY,2014,StG,PE,PE8,TRUE,0
CY,2014,StG,PE,PE8,FALSE,1
CY,2014,StG,SH,SH1,TRUE,0
CY,2014,StG,SH,SH1,FALSE,1
CY,2014,StG,SH,SH4,TRUE,0
CY,2014,StG,SH,SH4,FALSE,3
CY,2014,StG,SH,SH5,TRUE,0
CY,2014,StG,SH,SH5,FALSE,1
CY,2014,CoG,LS,LS7,TRUE,0
CY,2014,CoG,LS,LS7,FALSE,1
CY,2014,CoG,LS,LS8,TRUE,0
CY,2014,CoG,LS,LS8,FALSE,1
CY,2014,CoG,LS,LS9,TRUE,0
CY,2014,CoG,LS,LS9,FALSE,1
CY,2014,CoG,PE,PE10,TRUE,0
CY,2014,CoG,PE,PE10,FALSE,1
CY,2014,CoG,PE,PE3,TRUE,0
CY,2014,CoG,PE,PE3,FALSE,1
CY,2014,CoG,PE,PE7,TRUE,0
CY,2014,CoG,PE,PE7,FALSE,1
CY,2014,CoG,PE,PE8,TRUE,1
CY,2014,CoG,PE,PE8,FALSE,0
CY,2014,CoG,SH,SH1,TRUE,0
CY,2014,CoG,SH,SH1,FALSE,1
CY,2014,AdG,LS,LS7,TRUE,0
CY,2014,AdG,LS,LS7,FALSE,2
CY,2014,AdG,PE,PE1,TRUE,0
CY,2014,AdG,PE,PE1,FALSE,1
CY,2014,AdG,PE,PE2,TRUE,0
CY,2014,AdG,PE,PE2,FALSE,1
CY,2014,AdG,PE,PE3,TRUE,0
CY,2014,AdG,PE,PE3,FALSE,1
CY,2014,AdG,PE,PE7,TRUE,0
CY,2014,AdG,PE,PE7,FALSE,2
CY,2014,AdG,SH,SH2,TRUE,0
CY,2014,AdG,SH,SH2,FALSE,1
CY,2014,AdG,SH,SH4,TRUE,0
CY,2014,AdG,SH,SH4,FALSE,1
CY,2014,AdG,SH,SH5,TRUE,0
CY,2014,AdG,SH,SH5,FALSE,1
CY,2014,AdG,SH,SH6,TRUE,0
CY,2014,AdG,SH,SH6,FALSE,1
CY,2014,PoC,NA,NA,TRUE,3
CY,2014,PoC,NA,NA,FALSE,1
CY,2015,StG,PE,PE1,TRUE,0
CY,2015,StG,PE,PE1,FALSE,1
CY,2015,StG,PE,PE2,TRUE,0
CY,2015,StG,PE,PE2,FALSE,1
CY,2015,StG,PE,PE6,TRUE,0
CY,2015,StG,PE,PE6,FALSE,1
CY,2015,StG,PE,PE8,TRUE,0
CY,2015,StG,PE,PE8,FALSE,1
CY,2015,StG,SH,SH2,TRUE,0
CY,2015,StG,SH,SH2,FALSE,1
CY,2015,StG,SH,SH4,TRUE,0
CY,2015,StG,SH,SH4,FALSE,1
CY,2015,StG,SH,SH6,TRUE,0
CY,2015,StG,SH,SH6,FALSE,1
CY,2015,CoG,LS,LS3,TRUE,0
CY,2015,CoG,LS,LS3,FALSE,1
CY,2015,CoG,PE,PE5,TRUE,0
CY,2015,CoG,PE,PE5,FALSE,1
CY,2015,CoG,PE,PE6,TRUE,0
CY,2015,CoG,PE,PE6,FALSE,2
CY,2015,CoG,PE,PE7,TRUE,0
CY,2015,CoG,PE,PE7,FALSE,1
CY,2015,CoG,SH,SH2,TRUE,0
CY,2015,CoG,SH,SH2,FALSE,1
CY,2015,CoG,SH,SH5,TRUE,0
CY,2015,CoG,SH,SH5,FALSE,1
CY,2015,AdG,SH,SH4,TRUE,0
CY,2015,AdG,SH,SH4,FALSE,1
CY,2015,AdG,SH,SH6,TRUE,0
CY,2015,AdG,SH,SH6,FALSE,1
CY,2015,PoC,NA,NA,TRUE,0
CY,2015,PoC,NA,NA,FALSE,1
CY,2015,PoC,NA,NA,TRUE,1
CY,2015,PoC,NA,NA,FALSE,0
CY,2016,StG,LS,LS5,TRUE,0
CY,2016,StG,LS,LS5,FALSE,1
CY,2016,StG,LS,LS7,TRUE,0
CY,2016,StG,LS,LS7,FALSE,1
CY,2016,StG,PE,PE10,TRUE,0
CY,2016,StG,PE,PE10,FALSE,1
CY,2016,StG,PE,PE4,TRUE,0
CY,2016,StG,PE,PE4,FALSE,1
CY,2016,StG,PE,PE6,TRUE,0
CY,2016,StG,PE,PE6,FALSE,1
CY,2016,StG,SH,SH1,TRUE,0
CY,2016,StG,SH,SH1,FALSE,1
CY,2016,StG,SH,SH2,TRUE,0
CY,2016,StG,SH,SH2,FALSE,1
CY,2016,StG,SH,SH6,TRUE,0
CY,2016,StG,SH,SH6,FALSE,1
CY,2016,CoG,LS,LS7,TRUE,0
CY,2016,CoG,LS,LS7,FALSE,1
CY,2016,CoG,PE,PE10,TRUE,0
CY,2016,CoG,PE,PE10,FALSE,1
CY,2016,CoG,PE,PE7,TRUE,0
CY,2016,CoG,PE,PE7,FALSE,1
CY,2016,CoG,SH,SH4,TRUE,0
CY,2016,CoG,SH,SH4,FALSE,1
CY,2016,AdG,PE,PE10,TRUE,0
CY,2016,AdG,PE,PE10,FALSE,2
CY,2016,AdG,PE,PE7,TRUE,0
CY,2016,AdG,PE,PE7,FALSE,2
CY,2016,AdG,SH,SH6,TRUE,0
CY,2016,AdG,SH,SH6,FALSE,1
CY,2016,PoC,NA,NA,TRUE,0
CY,2016,PoC,NA,NA,FALSE,1
CY,2016,PoC,NA,NA,TRUE,1
CY,2016,PoC,NA,NA,FALSE,1
CY,2017,StG,LS,LS6,TRUE,0
CY,2017,StG,LS,LS6,FALSE,1
CY,2017,StG,PE,PE5,TRUE,0
CY,2017,StG,PE,PE5,FALSE,1
CY,2017,StG,SH,SH3,TRUE,0
CY,2017,StG,SH,SH3,FALSE,1
CY,2017,StG,SH,SH4,TRUE,0
CY,2017,StG,SH,SH4,FALSE,1
CY,2017,StG,SH,SH5,TRUE,0
CY,2017,StG,SH,SH5,FALSE,1
CY,2017,CoG,LS,LS1,TRUE,0
CY,2017,CoG,LS,LS1,FALSE,1
CY,2017,CoG,LS,LS7,TRUE,0
CY,2017,CoG,LS,LS7,FALSE,1
CY,2017,CoG,PE,PE4,TRUE,0
CY,2017,CoG,PE,PE4,FALSE,1
CY,2017,CoG,PE,PE6,TRUE,0
CY,2017,CoG,PE,PE6,FALSE,1
CY,2017,CoG,SH,SH2,TRUE,0
CY,2017,CoG,SH,SH2,FALSE,1
CY,2017,CoG,SH,SH3,TRUE,0
CY,2017,CoG,SH,SH3,FALSE,1
CY,2017,CoG,SH,SH4,TRUE,0
CY,2017,CoG,SH,SH4,FALSE,1
CY,2017,AdG,LS,LS7,TRUE,0
CY,2017,AdG,LS,LS7,FALSE,1
CY,2017,AdG,PE,PE3,TRUE,0
CY,2017,AdG,PE,PE3,FALSE,1
CY,2017,AdG,SH,SH2,TRUE,0
CY,2017,AdG,SH,SH2,FALSE,1
CY,2017,AdG,SH,SH3,TRUE,0
CY,2017,AdG,SH,SH3,FALSE,1
CY,2017,PoC,NA,NA,TRUE,0
CY,2017,PoC,NA,NA,FALSE,2
CY,2018,StG,LS,LS1,TRUE,0
CY,2018,StG,LS,LS1,FALSE,1
CY,2018,StG,LS,LS3,TRUE,0
CY,2018,StG,LS,LS3,FALSE,1
CY,2018,StG,PE,PE3,TRUE,0
CY,2018,StG,PE,PE3,FALSE,1
CY,2018,StG,PE,PE5,TRUE,0
CY,2018,StG,PE,PE5,FALSE,1
CY,2018,StG,PE,PE6,TRUE,0
CY,2018,StG,PE,PE6,FALSE,2
CY,2018,StG,PE,PE7,TRUE,0
CY,2018,StG,PE,PE7,FALSE,1
CY,2018,StG,SH,SH1,TRUE,0
CY,2018,StG,SH,SH1,FALSE,1
CY,2018,StG,SH,SH6,TRUE,0
CY,2018,StG,SH,SH6,FALSE,1
CY,2018,CoG,PE,PE7,TRUE,1
CY,2018,CoG,PE,PE7,FALSE,0
CY,2018,CoG,PE,PE8,TRUE,0
CY,2018,CoG,PE,PE8,FALSE,1
CY,2018,CoG,SH,SH1,TRUE,0
CY,2018,CoG,SH,SH1,FALSE,1
CY,2018,AdG,LS,LS7,TRUE,0
CY,2018,AdG,LS,LS7,FALSE,1
CY,2018,AdG,PE,PE6,TRUE,0
CY,2018,AdG,PE,PE6,FALSE,1
CY,2018,AdG,PE,PE7,TRUE,0
CY,2018,AdG,PE,PE7,FALSE,1
CY,2018,AdG,SH,SH5,TRUE,0
CY,2018,AdG,SH,SH5,FALSE,1
CY,2018,SyG,NA,NA,TRUE,0
CY,2018,SyG,NA,NA,FALSE,3
CY,2018,PoC,NA,NA,TRUE,1
CY,2018,PoC,NA,NA,FALSE,0
CY,2019,StG,PE,PE6,TRUE,0
CY,2019,StG,PE,PE6,FALSE,2
CY,2019,StG,PE,PE7,TRUE,0
CY,2019,StG,PE,PE7,FALSE,3
CY,2019,StG,PE,PE8,TRUE,0
CY,2019,StG,PE,PE8,FALSE,1
CY,2019,CoG,LS,LS7,TRUE,0
CY,2019,CoG,LS,LS7,FALSE,2
CY,2019,CoG,PE,PE1,TRUE,0
CY,2019,CoG,PE,PE1,FALSE,1
CY,2019,CoG,PE,PE8,TRUE,1
CY,2019,CoG,PE,PE8,FALSE,0
CY,2019,CoG,SH,SH1,TRUE,0
CY,2019,CoG,SH,SH1,FALSE,1
CY,2019,CoG,SH,SH4,TRUE,0
CY,2019,CoG,SH,SH4,FALSE,2
CY,2019,CoG,SH,SH6,TRUE,0
CY,2019,CoG,SH,SH6,FALSE,2
CY,2019,AdG,PE,PE7,TRUE,0
CY,2019,AdG,PE,PE7,FALSE,1
CY,2019,SyG,NA,NA,TRUE,0
CY,2019,SyG,NA,NA,FALSE,2
CY,2019,PoC,NA,NA,TRUE,0
CY,2019,PoC,NA,NA,FALSE,2
CY,2020,StG,PE,PE10,TRUE,0
CY,2020,StG,PE,PE10,FALSE,1
CY,2020,StG,PE,PE2,TRUE,0
CY,2020,StG,PE,PE2,FALSE,1
CY,2020,StG,PE,PE4,TRUE,0
CY,2020,StG,PE,PE4,FALSE,1
CY,2020,StG,PE,PE8,TRUE,0
CY,2020,StG,PE,PE8,FALSE,1
CY,2020,StG,SH,SH6,TRUE,1
CY,2020,StG,SH,SH6,FALSE,0
CY,2020,PoC,NA,NA,TRUE,1
CY,2020,PoC,NA,NA,FALSE,0
CZ,2014,StG,LS,LS1,TRUE,0
CZ,2014,StG,LS,LS1,FALSE,1
CZ,2014,StG,LS,LS2,TRUE,0
CZ,2014,StG,LS,LS2,FALSE,1
CZ,2014,StG,LS,LS3,TRUE,0
CZ,2014,StG,LS,LS3,FALSE,2
CZ,2014,StG,LS,LS4,TRUE,0
CZ,2014,StG,LS,LS4,FALSE,1
CZ,2014,StG,LS,LS6,TRUE,0
CZ,2014,StG,LS,LS6,FALSE,2
CZ,2014,StG,LS,LS7,TRUE,0
CZ,2014,StG,LS,LS7,FALSE,1
CZ,2014,StG,LS,LS8,TRUE,0
CZ,2014,StG,LS,LS8,FALSE,1
CZ,2014,StG,LS,LS9,TRUE,0
CZ,2014,StG,LS,LS9,FALSE,1
CZ,2014,StG,PE,PE1,TRUE,0
CZ,2014,StG,PE,PE1,FALSE,3
CZ,2014,StG,PE,PE10,TRUE,0
CZ,2014,StG,PE,PE10,FALSE,2
CZ,2014,StG,PE,PE4,TRUE,0
CZ,2014,StG,PE,PE4,FALSE,4
CZ,2014,StG,PE,PE5,TRUE,1
CZ,2014,StG,PE,PE5,FALSE,3
CZ,2014,StG,PE,PE7,TRUE,0
CZ,2014,StG,PE,PE7,FALSE,1
CZ,2014,StG,PE,PE8,TRUE,0
CZ,2014,StG,PE,PE8,FALSE,2
CZ,2014,StG,SH,SH1,TRUE,0
CZ,2014,StG,SH,SH1,FALSE,1
CZ,2014,StG,SH,SH3,TRUE,0
CZ,2014,StG,SH,SH3,FALSE,1
CZ,2014,StG,SH,SH4,TRUE,0
CZ,2014,StG,SH,SH4,FALSE,1
CZ,2014,CoG,LS,LS1,TRUE,1
CZ,2014,CoG,LS,LS1,FALSE,0
CZ,2014,CoG,LS,LS2,TRUE,1
CZ,2014,CoG,LS,LS2,FALSE,0
CZ,2014,CoG,LS,LS5,TRUE,0
CZ,2014,CoG,LS,LS5,FALSE,1
CZ,2014,CoG,LS,LS7,TRUE,0
CZ,2014,CoG,LS,LS7,FALSE,2
CZ,2014,CoG,LS,LS9,TRUE,0
CZ,2014,CoG,LS,LS9,FALSE,1
CZ,2014,CoG,PE,PE1,TRUE,1
CZ,2014,CoG,PE,PE1,FALSE,0
CZ,2014,CoG,PE,PE2,TRUE,0
CZ,2014,CoG,PE,PE2,FALSE,1
CZ,2014,CoG,PE,PE3,TRUE,0
CZ,2014,CoG,PE,PE3,FALSE,1
CZ,2014,CoG,PE,PE4,TRUE,0
CZ,2014,CoG,PE,PE4,FALSE,5
CZ,2014,CoG,PE,PE5,TRUE,0
CZ,2014,CoG,PE,PE5,FALSE,2
CZ,2014,CoG,PE,PE6,TRUE,1
CZ,2014,CoG,PE,PE6,FALSE,3
CZ,2014,CoG,PE,PE8,TRUE,0
CZ,2014,CoG,PE,PE8,FALSE,1
CZ,2014,CoG,SH,SH2,TRUE,0
CZ,2014,CoG,SH,SH2,FALSE,1
CZ,2014,CoG,SH,SH6,TRUE,0
CZ,2014,CoG,SH,SH6,FALSE,1
CZ,2014,AdG,LS,LS1,TRUE,0
CZ,2014,AdG,LS,LS1,FALSE,1
CZ,2014,AdG,LS,LS3,TRUE,0
CZ,2014,AdG,LS,LS3,FALSE,1
CZ,2014,AdG,LS,LS8,TRUE,1
CZ,2014,AdG,LS,LS8,FALSE,1
CZ,2014,AdG,PE,PE1,TRUE,0
CZ,2014,AdG,PE,PE1,FALSE,1
CZ,2014,AdG,PE,PE10,TRUE,0
CZ,2014,AdG,PE,PE10,FALSE,2
CZ,2014,AdG,PE,PE2,TRUE,0
CZ,2014,AdG,PE,PE2,FALSE,1
CZ,2014,AdG,PE,PE4,TRUE,0
CZ,2014,AdG,PE,PE4,FALSE,2
CZ,2014,AdG,PE,PE5,TRUE,0
CZ,2014,AdG,PE,PE5,FALSE,2
CZ,2014,AdG,SH,SH2,TRUE,0
CZ,2014,AdG,SH,SH2,FALSE,1
CZ,2014,AdG,SH,SH4,TRUE,0
CZ,2014,AdG,SH,SH4,FALSE,1
CZ,2014,AdG,SH,SH5,TRUE,0
CZ,2014,AdG,SH,SH5,FALSE,3
CZ,2014,AdG,SH,SH6,TRUE,0
CZ,2014,AdG,SH,SH6,FALSE,1
CZ,2014,PoC,NA,NA,TRUE,0
CZ,2014,PoC,NA,NA,FALSE,1
CZ,2015,StG,LS,LS1,TRUE,0
CZ,2015,StG,LS,LS1,FALSE,1
CZ,2015,StG,LS,LS2,TRUE,0
CZ,2015,StG,LS,LS2,FALSE,1
CZ,2015,StG,LS,LS3,TRUE,0
CZ,2015,StG,LS,LS3,FALSE,3
CZ,2015,StG,LS,LS5,TRUE,0
CZ,2015,StG,LS,LS5,FALSE,1
CZ,2015,StG,LS,LS8,TRUE,0
CZ,2015,StG,LS,LS8,FALSE,4
CZ,2015,StG,LS,LS9,TRUE,1
CZ,2015,StG,LS,LS9,FALSE,2
CZ,2015,StG,PE,PE10,TRUE,0
CZ,2015,StG,PE,PE10,FALSE,1
CZ,2015,StG,PE,PE2,TRUE,0
CZ,2015,StG,PE,PE2,FALSE,1
CZ,2015,StG,PE,PE4,TRUE,0
CZ,2015,StG,PE,PE4,FALSE,3
CZ,2015,StG,PE,PE5,TRUE,0
CZ,2015,StG,PE,PE5,FALSE,2
CZ,2015,StG,PE,PE6,TRUE,0
CZ,2015,StG,PE,PE6,FALSE,1
CZ,2015,StG,PE,PE7,TRUE,0
CZ,2015,StG,PE,PE7,FALSE,1
CZ,2015,StG,SH,SH1,TRUE,1
CZ,2015,StG,SH,SH1,FALSE,0
CZ,2015,StG,SH,SH2,TRUE,1
CZ,2015,StG,SH,SH2,FALSE,1
CZ,2015,StG,SH,SH3,TRUE,0
CZ,2015,StG,SH,SH3,FALSE,1
CZ,2015,StG,SH,SH4,TRUE,0
CZ,2015,StG,SH,SH4,FALSE,1
CZ,2015,StG,SH,SH6,TRUE,0
CZ,2015,StG,SH,SH6,FALSE,1
CZ,2015,CoG,LS,LS6,TRUE,0
CZ,2015,CoG,LS,LS6,FALSE,2
CZ,2015,CoG,LS,LS8,TRUE,0
CZ,2015,CoG,LS,LS8,FALSE,2
CZ,2015,CoG,PE,PE1,TRUE,0
CZ,2015,CoG,PE,PE1,FALSE,1
CZ,2015,CoG,PE,PE2,TRUE,0
CZ,2015,CoG,PE,PE2,FALSE,1
CZ,2015,CoG,PE,PE3,TRUE,0
CZ,2015,CoG,PE,PE3,FALSE,1
CZ,2015,CoG,PE,PE4,TRUE,0
CZ,2015,CoG,PE,PE4,FALSE,1
CZ,2015,CoG,PE,PE5,TRUE,1
CZ,2015,CoG,PE,PE5,FALSE,0
CZ,2015,CoG,PE,PE6,TRUE,0
CZ,2015,CoG,PE,PE6,FALSE,2
CZ,2015,CoG,PE,PE8,TRUE,0
CZ,2015,CoG,PE,PE8,FALSE,2
CZ,2015,CoG,SH,SH2,TRUE,0
CZ,2015,CoG,SH,SH2,FALSE,2
CZ,2015,CoG,SH,SH6,TRUE,0
CZ,2015,CoG,SH,SH6,FALSE,2
CZ,2015,AdG,LS,LS4,TRUE,0
CZ,2015,AdG,LS,LS4,FALSE,2
CZ,2015,AdG,PE,PE10,TRUE,0
CZ,2015,AdG,PE,PE10,FALSE,2
CZ,2015,AdG,PE,PE2,TRUE,0
CZ,2015,AdG,PE,PE2,FALSE,1
CZ,2015,AdG,PE,PE3,TRUE,0
CZ,2015,AdG,PE,PE3,FALSE,3
CZ,2015,AdG,PE,PE4,TRUE,0
CZ,2015,AdG,PE,PE4,FALSE,1
CZ,2015,AdG,PE,PE5,TRUE,0
CZ,2015,AdG,PE,PE5,FALSE,1
CZ,2015,AdG,PE,PE6,TRUE,1
CZ,2015,AdG,PE,PE6,FALSE,0
CZ,2015,AdG,PE,PE8,TRUE,0
CZ,2015,AdG,PE,PE8,FALSE,2
CZ,2015,AdG,SH,SH5,TRUE,0
CZ,2015,AdG,SH,SH5,FALSE,1
CZ,2016,StG,LS,LS1,TRUE,0
CZ,2016,StG,LS,LS1,FALSE,1
CZ,2016,StG,LS,LS4,TRUE,0
CZ,2016,StG,LS,LS4,FALSE,1
CZ,2016,StG,LS,LS7,TRUE,0
CZ,2016,StG,LS,LS7,FALSE,1
CZ,2016,StG,LS,LS9,TRUE,0
CZ,2016,StG,LS,LS9,FALSE,2
CZ,2016,StG,PE,PE1,TRUE,0
CZ,2016,StG,PE,PE1,FALSE,1
CZ,2016,StG,PE,PE10,TRUE,0
CZ,2016,StG,PE,PE10,FALSE,1
CZ,2016,StG,PE,PE3,TRUE,0
CZ,2016,StG,PE,PE3,FALSE,1
CZ,2016,StG,PE,PE4,TRUE,2
CZ,2016,StG,PE,PE4,FALSE,2
CZ,2016,StG,PE,PE5,TRUE,0
CZ,2016,StG,PE,PE5,FALSE,2
CZ,2016,StG,PE,PE7,TRUE,0
CZ,2016,StG,PE,PE7,FALSE,2
CZ,2016,StG,SH,SH1,TRUE,0
CZ,2016,StG,SH,SH1,FALSE,1
CZ,2016,StG,SH,SH2,TRUE,0
CZ,2016,StG,SH,SH2,FALSE,1
CZ,2016,StG,SH,SH3,TRUE,0
CZ,2016,StG,SH,SH3,FALSE,1
CZ,2016,StG,SH,SH4,TRUE,0
CZ,2016,StG,SH,SH4,FALSE,1
CZ,2016,StG,SH,SH5,TRUE,0
CZ,2016,StG,SH,SH5,FALSE,1
CZ,2016,CoG,LS,LS3,TRUE,1
CZ,2016,CoG,LS,LS3,FALSE,1
CZ,2016,CoG,LS,LS8,TRUE,0
CZ,2016,CoG,LS,LS8,FALSE,1
CZ,2016,CoG,PE,PE1,TRUE,0
CZ,2016,CoG,PE,PE1,FALSE,1
CZ,2016,CoG,PE,PE3,TRUE,0
CZ,2016,CoG,PE,PE3,FALSE,2
CZ,2016,CoG,PE,PE9,TRUE,0
CZ,2016,CoG,PE,PE9,FALSE,1
CZ,2016,CoG,SH,SH3,TRUE,0
CZ,2016,CoG,SH,SH3,FALSE,1
CZ,2016,AdG,LS,LS2,TRUE,0
CZ,2016,AdG,LS,LS2,FALSE,1
CZ,2016,AdG,LS,LS6,TRUE,0
CZ,2016,AdG,LS,LS6,FALSE,1
CZ,2016,AdG,LS,LS7,TRUE,0
CZ,2016,AdG,LS,LS7,FALSE,1
CZ,2016,AdG,LS,LS8,TRUE,0
CZ,2016,AdG,LS,LS8,FALSE,1
CZ,2016,AdG,PE,PE1,TRUE,0
CZ,2016,AdG,PE,PE1,FALSE,4
CZ,2016,AdG,PE,PE2,TRUE,0
CZ,2016,AdG,PE,PE2,FALSE,1
CZ,2016,AdG,PE,PE4,TRUE,0
CZ,2016,AdG,PE,PE4,FALSE,3
CZ,2016,AdG,PE,PE5,TRUE,0
CZ,2016,AdG,PE,PE5,FALSE,1
CZ,2016,AdG,PE,PE6,TRUE,0
CZ,2016,AdG,PE,PE6,FALSE,1
CZ,2016,AdG,PE,PE7,TRUE,0
CZ,2016,AdG,PE,PE7,FALSE,1
CZ,2016,AdG,SH,SH5,TRUE,0
CZ,2016,AdG,SH,SH5,FALSE,2
CZ,2017,StG,LS,LS2,TRUE,0
CZ,2017,StG,LS,LS2,FALSE,1
CZ,2017,StG,LS,LS4,TRUE,0
CZ,2017,StG,LS,LS4,FALSE,1
CZ,2017,StG,LS,LS7,TRUE,1
CZ,2017,StG,LS,LS7,FALSE,0
CZ,2017,StG,PE,PE1,TRUE,0
CZ,2017,StG,PE,PE1,FALSE,1
CZ,2017,StG,PE,PE2,TRUE,0
CZ,2017,StG,PE,PE2,FALSE,3
CZ,2017,StG,PE,PE3,TRUE,0
CZ,2017,StG,PE,PE3,FALSE,1
CZ,2017,StG,PE,PE4,TRUE,1
CZ,2017,StG,PE,PE4,FALSE,4
CZ,2017,StG,PE,PE5,TRUE,0
CZ,2017,StG,PE,PE5,FALSE,2
CZ,2017,StG,PE,PE6,TRUE,0
CZ,2017,StG,PE,PE6,FALSE,2
CZ,2017,StG,PE,PE9,TRUE,0
CZ,2017,StG,PE,PE9,FALSE,1
CZ,2017,StG,SH,SH6,TRUE,0
CZ,2017,StG,SH,SH6,FALSE,1
CZ,2017,CoG,LS,LS2,TRUE,0
CZ,2017,CoG,LS,LS2,FALSE,1
CZ,2017,CoG,LS,LS3,TRUE,0
CZ,2017,CoG,LS,LS3,FALSE,1
CZ,2017,CoG,LS,LS6,TRUE,0
CZ,2017,CoG,LS,LS6,FALSE,1
CZ,2017,CoG,LS,LS8,TRUE,1
CZ,2017,CoG,LS,LS8,FALSE,1
CZ,2017,CoG,LS,LS9,TRUE,0
CZ,2017,CoG,LS,LS9,FALSE,1
CZ,2017,CoG,PE,PE10,TRUE,0
CZ,2017,CoG,PE,PE10,FALSE,1
CZ,2017,CoG,PE,PE2,TRUE,0
CZ,2017,CoG,PE,PE2,FALSE,1
CZ,2017,CoG,PE,PE4,TRUE,0
CZ,2017,CoG,PE,PE4,FALSE,1
CZ,2017,CoG,PE,PE6,TRUE,1
CZ,2017,CoG,PE,PE6,FALSE,1
CZ,2017,CoG,PE,PE8,TRUE,0
CZ,2017,CoG,PE,PE8,FALSE,1
CZ,2017,CoG,SH,SH1,TRUE,1
CZ,2017,CoG,SH,SH1,FALSE,0
CZ,2017,AdG,LS,LS7,TRUE,0
CZ,2017,AdG,LS,LS7,FALSE,1
CZ,2017,AdG,PE,PE1,TRUE,0
CZ,2017,AdG,PE,PE1,FALSE,3
CZ,2017,AdG,PE,PE3,TRUE,0
CZ,2017,AdG,PE,PE3,FALSE,1
CZ,2017,AdG,PE,PE4,TRUE,0
CZ,2017,AdG,PE,PE4,FALSE,1
CZ,2017,AdG,PE,PE7,TRUE,0
CZ,2017,AdG,PE,PE7,FALSE,2
CZ,2017,AdG,SH,SH3,TRUE,0
CZ,2017,AdG,SH,SH3,FALSE,1
CZ,2017,AdG,SH,SH6,TRUE,0
CZ,2017,AdG,SH,SH6,FALSE,1
CZ,2018,StG,LS,LS1,TRUE,0
CZ,2018,StG,LS,LS1,FALSE,3
CZ,2018,StG,LS,LS2,TRUE,0
CZ,2018,StG,LS,LS2,FALSE,1
CZ,2018,StG,LS,LS3,TRUE,1
CZ,2018,StG,LS,LS3,FALSE,2
CZ,2018,StG,LS,LS4,TRUE,1
CZ,2018,StG,LS,LS4,FALSE,0
CZ,2018,StG,LS,LS6,TRUE,1
CZ,2018,StG,LS,LS6,FALSE,0
CZ,2018,StG,LS,LS8,TRUE,1
CZ,2018,StG,LS,LS8,FALSE,1
CZ,2018,StG,LS,LS9,TRUE,0
CZ,2018,StG,LS,LS9,FALSE,1
